,0
0,34.50294234574291
1,97.0270043498968
2,96.64809314751813
3,101.47019194291872
4,8.24714986677078
5,30.154606947458998
6,3.7937359812427367
7,30.661737918082814
8,2.5412464552429017
9,25.634163737275
10,34.43070338945632
11,96.75980936009961
12,96.95706431871734
13,90.81496888352811
14,32.578595867609614
15,21.79347789294529
16,36.80601293383287
17,106.79363826496507
18,49.96560336996944
19,21.31030163720007
20,16.33558670149222
21,5.123104611141434
22,87.7836831883024
23,89.54482691180932
24,20.931290167850054
25,29.126877358859673
26,61.24272246525838
27,19.421631937898443
28,32.07331912370524
29,87.79815870808801
30,34.853069094395856
31,19.561220322818194
32,84.43643751159142
33,11.190539981824514
34,38.60274538917193
35,67.97814482075236
36,2.29835521075216
37,20.734638724794717
38,32.6873024858492
39,52.96721740622826
40,110.12972494356706
41,23.717554860355374
42,7.3971477622050905
43,64.86649049569661
44,95.08957006467463
45,96.8332275932828
46,54.04569817031678
47,13.331884840186367
48,4.049809069302636
49,89.6869198863981
50,41.51761071479674
51,41.05720253627912
52,3.9163903946875105
53,8.208199592637014
54,89.99606778984132
55,89.9150653009404
56,92.14979239184485
57,11.864673847956007
58,27.45482872861585
59,2.7000202035001055
60,58.59597243499565
61,40.87658970382001
62,34.411193628246245
63,18.09800611028779
64,40.063917940801545
65,82.69502581317705
66,90.39160978009949
67,2.388533525185526
68,39.41233495276014
69,3.841450558233076
70,8.038360694991912
71,20.701808792595187
72,6.278792289214522
73,5.262702644029258
74,18.02379207963473
75,2.27685124486907
76,13.296096330472905
77,41.397958944140825
78,47.045818279831764
79,12.003888999304126
80,49.56853058993916
81,54.04442058283586
82,7.775180249183998
83,40.69051495999668
84,99.47113191947223
85,4.5238158008238445
86,59.378252162526316
87,8.527763840437075
88,92.53613346555719
89,95.88946395685838
90,90.43988089705883
91,85.6028978782349
92,2.8107376339499575
93,17.470673961596866
94,69.15290878208872
95,1.813847545529367
96,69.82836833032604
97,7.715234100509405
98,78.16830655439222
99,37.486361055270656
