Wall time,Step,Value
1746877012.24427,9529,-67.20079803466797
1746877102.824827,16435,-48.8331184387207
1746877140.491738,19468,-0.363469660282135
1746877183.0065322,22883,25.320676803588867
1746877217.318593,25627,41.900840759277344
1746877269.369001,29787,47.117103576660156
1746877308.726219,32977,56.482574462890625
1746877334.127626,34985,60.65076446533203
1746877359.599072,37042,64.89580535888672
1746877385.030418,39077,68.36827850341797
1746877411.473841,41217,70.8623275756836
1746877454.019187,44821,69.57540130615234
1746877498.536418,48484,68.96143341064453
1746877524.035398,50591,72.04315185546875
1746877548.778522,52621,74.50967407226562
1746877577.97875,55023,76.83558654785156
1746877605.07367,57271,78.7400131225586
1746877630.081693,59321,80.01618194580078
1746877655.168422,61365,81.12931060791016
1746877678.311098,63291,81.84626007080078
1746877711.399959,66083,80.19229125976562
1746877734.8457332,67771,81.03675842285156
1746877755.8660421,69527,81.8170394897461
1746878776.996822,71355,82.51824951171875
1746878800.360804,73231,83.21023559570312
1746878872.1902459,78659,87.85710144042969
1746878911.4186618,81148,92.85548400878906
1746878943.6773179,83050,93.08973693847656
1746878979.584853,84961,93.16423797607422
1746879021.6834402,87006,93.06804656982422
1746879100.337965,89625,92.1498794555664
1746879152.030698,92317,89.63843536376953
1746880196.25578,94165,90.27373504638672
1746880217.076034,95791,90.4312744140625
1746880236.459146,97319,90.39215087890625
1746880258.244142,98996,90.68212890625
1746880279.963051,100702,92.58575439453125
1746880312.6971672,103076,94.82392120361328
1746880337.657879,104748,94.63369750976562
1746880361.431562,106286,94.48001861572266
1746880387.265404,107915,94.20935821533203
1746880416.3081238,109534,93.71923065185547
1746880451.2647839,111341,93.6941909790039
1746880487.2574751,113175,93.87812805175781
1746880523.042847,114996,94.56266021728516
1746880566.7096782,116885,97.3984375
1746880617.2618098,118622,98.09058380126953
1746880678.260792,120307,98.6930160522461
1746880741.630414,121903,99.27993774414062
1746880800.826394,123447,99.78083038330078
1746880850.917017,124980,102.22288513183594
1746880894.612792,126488,102.83502197265625
1746880940.032222,128072,103.25823211669922
1746880987.490369,129722,103.5846176147461
1746881037.203733,131450,104.05233001708984
1746881084.3975549,133149,106.48357391357422
1746881130.950874,134790,108.74028015136719
1746881178.597226,136418,108.53959655761719
1746881226.841851,138062,108.73954772949219
1746881279.169311,139808,109.24430084228516
1746881328.676845,141492,109.2891616821289
1746881378.099872,143218,109.2750473022461
1746881428.169848,144897,108.86791229248047
1746881477.851376,146560,108.70257568359375
1746881523.795369,148147,108.66809844970703
1746881569.383796,149718,108.4934310913086
1746881613.034963,151183,108.57304382324219
1746881656.51597,152695,108.74693298339844
1746881702.254644,154218,108.65353393554688
1746881746.1929731,155753,108.31351470947266
1746881791.8228118,157291,108.23198699951172
1746881836.964808,158806,108.05895233154297
1746881884.527822,160352,108.24796295166016
1746881928.8046699,161893,108.14104461669922
1746881974.2351182,163426,108.16636657714844
1746882018.377814,164914,108.33182525634766
1746882061.7925088,166398,108.50981903076172
1746882105.831316,167891,108.46424865722656
1746882148.920202,169352,108.1190185546875
1746882196.618384,170948,107.16883850097656
1746882242.233418,172522,106.71061706542969
1746882287.705894,174124,106.79304504394531
1746882335.1225028,175765,107.52689361572266
1746882382.03481,177399,108.16806030273438
1746882427.576959,178931,108.22196960449219
1746882474.6135528,180498,108.54280090332031
1746882524.0927958,182101,108.9326400756836
1746882572.1800041,183702,109.19767761230469
1746882621.12337,185335,109.69239807128906
1746882668.9456441,186979,110.04286193847656
1746882720.292864,188704,110.55801391601562
1746882769.7312598,190391,110.88428497314453
1746882818.180249,192038,110.9061050415039
1746882867.600702,193703,111.26205444335938
1746882914.428579,195322,111.5354232788086
1746882963.327919,196968,111.25540161132812
1746883013.791014,198681,111.28009796142578
1746883064.073712,200377,111.25912475585938
1746883113.498593,202056,111.76275634765625
1746883164.212149,203728,112.13090515136719
1746883212.535464,205380,112.36451721191406
1746883262.83462,207085,112.80653381347656
1746883312.037288,208805,112.7538833618164
1746883359.24982,210590,113.118896484375
1746883407.2355258,212288,113.71190643310547
1746883456.180504,213921,114.28206634521484
1746883505.5202959,215565,114.36068725585938
1746883555.005503,217251,114.30440521240234
1746883606.15838,218952,114.11016082763672
1746883657.246303,220585,114.16995239257812
1746883708.9193778,222271,114.46381378173828
1746883760.0111308,223943,114.7208023071289
1746883813.705914,225724,114.99943542480469
1746883867.422108,227519,115.3392105102539
1746883918.089052,229242,115.7157974243164
1746883968.1512918,230901,115.71257781982422
1746884015.681941,232491,115.69047546386719
1746884056.7356212,234041,115.39693450927734
1746884103.9188402,235615,115.06029510498047
1746884149.435694,237150,114.58985137939453
1746884193.765964,238663,114.22528839111328
1746884240.308506,240216,114.0847396850586
1746884285.865702,241764,113.57781982421875
1746884329.484501,243304,112.66780853271484
1746884374.359141,244841,111.84956359863281
1746884420.87646,246376,110.92066192626953
1746884466.8466601,247928,110.10281372070312
1746884514.0894,249503,110.38944244384766
1746884563.243361,251135,110.96723175048828
1746884611.389081,252775,111.77647399902344
1746884658.519305,254396,112.49454498291016
1746884705.411723,255998,113.197509765625
1746884752.845006,257625,113.4909896850586
1746884801.521754,259258,113.83561706542969
1746884850.206309,260837,114.1186752319336
1746884899.6135612,262419,113.93133544921875
1746884946.2670279,263980,113.74893188476562
1746884993.238639,265572,113.45793914794922
1746885040.126555,267191,113.31268310546875
1746885089.508117,268832,113.28243255615234
1746885138.040117,270447,113.1918716430664
1746885187.409371,272105,113.519287109375
1746885237.386378,273791,114.50198364257812
1746885286.794849,275513,115.28894805908203
