Wall time,Step,Value
1746876879.0703099,2560,157.23049926757812
1746876887.733546,4352,83.62202453613281
1746876902.047515,7168,108.85346221923828
1746876906.6727738,8064,108.85346221923828
1746876907.411615,8192,108.85346221923828
1746876917.614024,9984,98.84044647216797
1746876918.406042,10112,98.84044647216797
1746876921.220799,10624,100.8629150390625
1746876924.476201,11136,101.35420227050781
1746876928.450624,11904,102.41114807128906
1746876932.170126,12544,102.85991668701172
1746876936.904008,13440,104.4604721069336
1746876943.892034,14720,104.30604553222656
1746876947.010318,15232,104.30604553222656
1746876950.134946,15744,105.15299987792969
1746876960.234261,17536,106.37312316894531
1746876963.083689,18048,106.13264465332031
1746876963.678932,18176,106.13264465332031
1746876965.134314,18432,106.05017852783203
1746876966.81482,18688,106.05017852783203
1746876977.40257,20480,105.14334106445312
1746876979.332493,20864,105.08165740966797
1746876987.3089228,22144,104.65704345703125
1746876989.485805,22528,104.22106170654297
1746876990.8683531,22784,103.89952087402344
1746876992.671338,23040,103.89952087402344
1746876998.575116,24064,103.30020904541016
1746877002.459471,24704,102.99063873291016
1746877014.475393,26496,100.04695892333984
1746877023.19355,28032,99.02869415283203
1746877024.666684,28288,98.8360595703125
1746877030.5536032,29312,98.52275085449219
1746877043.9927528,31360,97.73641967773438
1746877056.1339278,33280,97.40983581542969
1746877056.759647,33408,97.40983581542969
1746877066.231605,35072,93.25428771972656
1746877066.96675,35200,93.25428771972656
1746877075.201021,36736,92.22113037109375
1746877077.2622762,37120,92.22113037109375
1746877082.620388,38144,91.77207946777344
1746877084.5985248,38528,91.77207946777344
1746877088.098196,39168,90.97014617919922
1746877092.2220008,39808,91.1627426147461
1746877102.637239,41472,92.14358520507812
1746877108.429842,42496,92.44512176513672
1746877110.9991791,42880,92.61834716796875
1746877112.9908218,43264,92.5057144165039
1746877130.758506,46208,92.79235076904297
1746877131.462701,46336,92.79235076904297
1746877140.333571,47872,93.0863265991211
1746877145.2836502,48640,93.35327911376953
1746877146.0506392,48768,93.35327911376953
1746877146.695936,48896,93.35327911376953
1746877156.168712,50432,93.76539611816406
1746877162.537884,51456,94.29944610595703
1746877165.3911371,51968,94.29944610595703
1746877166.9875882,52224,94.7044677734375
1746877174.608532,53504,95.56716918945312
1746877175.975534,53760,95.95329284667969
1746877184.321207,55168,96.6131820678711
1746877189.9697,56064,97.14073944091797
1746877201.1909811,57856,97.8222885131836
1746877201.836742,57984,97.96078491210938
1746877203.555799,58240,97.96078491210938
1746877208.9978712,59136,98.16098022460938
1746877220.4610949,61056,97.91851806640625
1746877224.01426,61568,98.97285461425781
1746877230.808558,62720,99.0101089477539
1746877231.467089,62848,99.0101089477539
1746877235.036779,63488,99.88697814941406
1746877235.958762,63616,99.88697814941406
1746877240.387925,64384,99.77378845214844
1746877257.1986291,67328,99.79718780517578
1746877258.5479,67584,99.8978042602539
1746877259.477615,67712,99.8978042602539
1746877260.0955362,67840,99.8978042602539
1746877262.185174,68224,99.89684295654297
1746877263.706316,68480,99.89684295654297
1746877273.499848,70272,100.02510070800781
1746877274.191114,70400,100.02510070800781
1746877275.790333,70656,99.91730499267578
1746877277.093697,70912,99.91730499267578
1746877278.474606,71168,99.91730499267578
1746877281.7833228,71680,98.83308410644531
1746877283.191426,71936,98.83308410644531
1746877287.5648582,72704,97.90560150146484
1746877290.6758668,73216,96.69140625
1746877294.8552792,73984,95.54810333251953
1746877296.4641259,74240,95.54810333251953
1746877299.361315,74752,95.54810333251953
1746877311.080739,76800,93.54242706298828
1746877315.4928489,77568,92.49977111816406
1746877318.292673,78080,92.49977111816406
1746877320.00133,78336,91.66742706298828
1746877332.618415,80640,89.04846954345703
1746877339.359162,81792,88.27590942382812
1746877343.223205,82432,87.30037689208984
1746877343.8369658,82560,87.30037689208984
1746877349.485109,83584,85.74650573730469
1746877353.839921,84352,84.7012710571289
1746877354.500322,84480,84.7012710571289
1746877365.08289,86272,82.90520477294922
1746877371.03901,87424,82.90520477294922
1746877376.599644,88448,82.90520477294922
1746877377.293153,88576,82.90520477294922
1746877388.532247,90624,81.40223693847656
1746877390.346356,90880,81.40223693847656
1746877410.32233,94336,80.80294036865234
1746877413.38287,94848,80.55777740478516
1746877415.3714292,95232,80.55777740478516
1746877417.597428,95616,80.52078247070312
1746877426.843183,97280,79.81539154052734
1746877441.35652,99840,78.87385559082031
1746877449.4790761,101248,80.41059875488281
1746877450.2724202,101376,80.85478973388672
1746877454.942764,102144,80.92807006835938
1746877459.235701,102912,80.99533081054688
1746877470.995379,104960,80.10487365722656
1746877471.650126,105088,80.10487365722656
1746877473.388139,105344,79.7680435180664
1746877482.147254,106880,79.16107177734375
1746877492.312311,108544,78.5317153930664
1746877497.893162,109568,78.03044128417969
1746877510.3850229,111744,77.37422180175781
1746877514.314147,112384,77.00636291503906
1746877517.059684,112896,76.63978576660156
1746877520.8214521,113536,76.63978576660156
1746877532.105624,115456,75.68645477294922
1746877539.852492,116864,74.9076919555664
1746877542.4941802,117376,74.5856704711914
1746877564.261515,121088,72.0817642211914
1746877565.6684659,121344,72.0817642211914
1746877572.70271,122624,71.15400695800781
1746877577.780245,123520,70.5011978149414
1746877588.0385149,125312,69.92680358886719
1746877614.6774368,129920,67.13485717773438
1746877617.1776042,130304,66.89437866210938
1746877618.643486,130560,66.89437866210938
1746877627.220186,131968,65.42194366455078
1746877632.475463,132864,64.5742416381836
1746877635.332603,133376,64.09565734863281
1746877637.126057,133632,63.82929611206055
1746877644.066306,134784,62.59506607055664
1746877658.891198,137216,50.84761428833008
1746877669.4660668,139008,46.61272048950195
1746877670.40257,139136,46.61272048950195
1746877671.6504252,139392,45.53092956542969
1746877674.577556,139904,45.53092956542969
1746877681.212707,141056,46.732322692871094
1746877689.5010629,142592,48.852272033691406
