,0
0,0.31085673738328284
1,0.466614604959888
2,0.2932771484775003
3,0.4363472195710177
4,0.6778080834838643
5,2.2995400092255687
6,1.1757496246583843
7,0.9016431261677565
8,3.876621697464488
9,0.24108720463220581
10,0.4827387073336167
11,2.3277047552488694
12,0.3966878176458698
13,0.827199667699578
14,0.48410713357919855
15,0.556519148450744
16,0.41173187997891736
17,0.6214673642442097
18,1.991656966768026
19,0.6268642530465449
20,0.32856507822015757
21,0.5338716597083976
22,0.26949238299354145
23,2.6233086847863754
24,0.7314830073895437
25,2.012220623633733
26,3.528450986964585
27,0.3421970220712228
28,0.2390574320763194
29,0.3993027859009128
30,0.45400543721555425
31,0.07671028514270879
32,0.2954459633409605
33,0.6430861671595498
34,0.6476178557791014
35,0.9420151865887056
36,3.0288715887407305
37,1.9311836183957292
38,0.8248322271533771
39,2.050924625727125
40,1.6870501169609873
41,2.0777084620438067
42,0.8534207562758797
43,0.5428689037309891
44,0.4736945173625136
45,0.3386752984609757
46,0.506200290689099
47,1.0781505808074694
48,1.1055481946062573
49,0.7061233425371037
50,0.5326664183408014
51,1.1160236997677946
52,0.39477032308688276
53,0.9044799460459826
54,1.0616317494864476
55,0.7555758931390949
56,1.2400442200643829
57,1.079457485466235
58,0.023593682191169342
59,0.9155189598138083
60,0.6605503680352716
61,0.7588415347212981
62,0.8809227012981076
63,0.7563388526507719
64,2.926295510541254
65,0.25594144266530766
66,0.4897460815727926
67,1.911887657146404
68,0.7980074680062641
69,0.8133093807157745
70,0.7788717786474636
71,0.5696706330924862
72,1.0493704774253045
73,1.6994485441042422
74,1.5265911238629026
75,1.8478456054657333
76,1.2639061733904835
77,0.8847934403792179
78,1.630820925870125
79,1.2906988482014112
80,1.3526292117787866
81,0.520406925296855
82,1.4820692595790537
83,1.0906702441963076
84,0.12907896227742635
85,0.5222587538976868
86,1.321786687613865
87,1.8525725323886084
88,0.6010114418476908
89,1.4517148622679472
90,1.6323489072455974
91,0.9398806627598468
92,0.17443729470119432
93,0.10070345205777334
94,0.5580774120401145
95,1.0370713880812348
96,1.3588607970303352
97,0.39126127411109907
98,0.9762304323825564
99,0.2947641425847752
