Wall time,Step,Value
1746898572.626032,16000,984.2368774414062
1746898577.281712,32000,983.3695068359375
1746898582.044134,48000,983.1411743164062
1746898586.809419,64000,982.1981811523438
1746898591.537924,80000,984.3554077148438
1746898596.883698,96000,981.9985961914062
1746898602.061568,112000,984.0804443359375
1746898606.914997,128000,982.1715698242188
1746898611.618026,144000,983.438232421875
1746898616.4363258,160000,984.5152587890625
1746898621.427468,176000,979.9199829101562
1746898626.449358,192000,983.2874755859375
1746898631.461959,208000,986.1875
1746898636.062146,224000,983.4818725585938
1746898640.693559,240000,983.6544799804688
1746898645.464637,256000,981.4993896484375
1746898650.01142,272000,984.1701049804688
1746898654.829549,288000,978.747314453125
1746898659.7913501,304000,982.7777709960938
1746898664.4576871,320000,983.268798828125
1746898669.100872,336000,986.1898193359375
1746898673.92272,352000,981.392822265625
1746898678.624908,368000,980.8033447265625
1746898683.524823,384000,983.1802368164062
1746898688.3890188,400000,983.544189453125
1746898693.189984,416000,980.8201904296875
1746898698.006837,432000,980.2896118164062
1746898702.728549,448000,981.5829467773438
1746898707.34175,464000,981.1691284179688
1746898711.9578161,480000,979.40283203125
1746898716.6181161,496000,982.2965698242188
1746898721.692137,512000,980.7658081054688
1746898726.5252779,528000,981.0175170898438
1746898731.17495,544000,978.6261596679688
1746898735.9607549,560000,978.600341796875
1746898740.75073,576000,977.0510864257812
1746898745.692752,592000,980.6535034179688
1746898750.716943,608000,980.1403198242188
1746898755.696895,624000,977.750244140625
1746898760.684889,640000,978.7455444335938
1746898765.677289,656000,976.362060546875
1746898770.70502,672000,972.2875366210938
1746898775.704344,688000,979.9700317382812
1746898780.579468,704000,977.6845092773438
1746898785.4973178,720000,978.9915161132812
1746898790.462821,736000,979.1386108398438
1746898795.556757,752000,983.580810546875
1746898800.526601,768000,975.16064453125
1746898805.457881,784000,980.7879638671875
1746898810.437566,800000,980.48388671875
1746898815.441473,816000,981.814453125
1746898820.1269372,832000,979.80908203125
1746898824.911308,848000,975.0830688476562
1746898829.659699,864000,979.511962890625
1746898834.3746161,880000,977.1425170898438
1746898839.132492,896000,979.161865234375
1746898843.981853,912000,980.901611328125
1746898848.986567,928000,983.2291870117188
1746898854.210464,944000,982.905029296875
1746898859.260412,960000,978.2316284179688
1746898864.085484,976000,975.5322875976562
1746898869.284543,992000,977.195556640625
1746898874.3668401,1008000,978.1087646484375
1746898878.982529,1024000,978.9827270507812
1746898884.0616488,1040000,980.27734375
1746898889.017799,1056000,971.8054809570312
1746898893.9120991,1072000,978.5578002929688
1746898898.832396,1088000,977.3003540039062
1746898903.7616158,1104000,980.2826538085938
1746898908.722517,1120000,976.534912109375
1746898913.6293728,1136000,975.514404296875
1746898918.48156,1152000,977.6705322265625
1746898923.609517,1168000,978.3213500976562
1746898928.63413,1184000,978.979736328125
1746898933.521237,1200000,971.9607543945312
1746898938.541278,1216000,976.7864379882812
1746898943.389282,1232000,981.8190307617188
1746898948.456047,1248000,979.5895385742188
1746898953.433922,1264000,979.65576171875
1746898958.257175,1280000,978.4517822265625
1746898963.250592,1296000,976.7748413085938
1746898968.349704,1312000,971.2839965820312
1746898973.3736901,1328000,981.1903686523438
1746898978.389059,1344000,973.9580688476562
1746898983.2119172,1360000,968.43505859375
1746898988.208517,1376000,980.912353515625
1746898993.025325,1392000,978.1751098632812
1746898997.903727,1408000,978.4207763671875
1746899002.946382,1424000,982.1743774414062
1746899008.095955,1440000,973.7815551757812
1746899013.730902,1456000,974.2431640625
1746899018.7329578,1472000,974.9782104492188
1746899023.698975,1488000,966.7171020507812
1746899030.956073,1504000,976.2160034179688
1746899036.6370828,1520000,958.8070068359375
1746899041.837632,1536000,979.840087890625
1746899046.998871,1552000,967.958984375
1746899052.166452,1568000,973.94091796875
1746899057.4684658,1584000,967.3003540039062
