Wall time,Step,Value
1746877029.489291,4226,50.64348220825195
1746877067.988908,7442,72.6427993774414
1746877098.9115572,10425,74.43978881835938
1746877134.054925,13757,75.9193115234375
1746877167.999705,17048,80.39178466796875
1746877192.5298738,19347,81.95854949951172
1746877216.049185,21560,84.88728332519531
1746877243.929555,24222,85.33716583251953
1746877270.3336372,26709,86.35363006591797
1746877306.405895,30180,83.3930892944336
1746877331.901222,32567,84.8616943359375
1746877354.356149,34726,85.3205795288086
1746877379.776464,37171,87.16375732421875
1746877405.6262898,39607,87.96353912353516
1746877422.9545548,41469,88.87843322753906
1746877455.417603,44821,87.89964294433594
1746877486.949416,47928,86.96489715576172
1746877508.443042,50033,87.1473159790039
1746877524.629623,51684,87.32830810546875
1746877542.87788,53479,87.43519592285156
1746877562.5336168,55402,87.56755828857422
1746877583.660128,57492,87.76818084716797
1746877626.409461,61651,84.49180603027344
1746877662.458206,65124,81.41850280761719
1746877683.3335638,67211,82.04036712646484
1746877713.992105,70352,83.19623565673828
1746877756.510656,74616,77.7535400390625
1746878777.9692018,76988,76.87264251708984
1746878801.540402,79362,74.18106079101562
1746878819.193474,80913,73.9485855102539
1746878838.3130372,82701,74.00267791748047
1746878862.725014,84696,73.94009399414062
1746878903.131435,87617,73.93395233154297
1746878952.307702,90963,73.51104736328125
1746879019.1024,94675,74.8175277709961
1746879126.1357398,97967,74.53321075439453
1746879147.8493419,99725,68.38910675048828
1746880194.2950091,102065,60.549407958984375
1746880243.7500548,106538,56.446746826171875
1746880276.334379,109410,56.27128982543945
1746880299.036406,111357,57.79148483276367
1746880326.020444,113365,59.176856994628906
1746880355.9340649,115562,59.54646682739258
1746880382.94544,117533,59.78007888793945
1746880427.8264582,120310,60.31251907348633
1746880475.0438662,123081,61.14046859741211
1746880536.2130501,126292,61.851890563964844
1746880595.237708,128756,64.52457427978516
1746880688.281106,131344,66.85269927978516
1746880804.841648,134401,65.46591186523438
1746880896.9648268,136939,66.08147430419922
1746880975.55196,139280,72.10610961914062
1746881056.836501,141676,73.65522766113281
